sent,tags,parse
"Freedom for religion assures that religious groups and individuals may participate openly and without hindrance in the political process , holding office , and even criticizing policies and practices of government .","Freedom/NNP for/IN religion/NN assures/VBZ that/IN religious/JJ groups/NNS and/CC individuals/NNS may/MD participate/VB openly/RB and/CC without/IN hindrance/NN in/IN the/DT political/JJ process/NN ,/, holding/VBG office/NN ,/, and/CC even/RB criticizing/VBG policies/NNS and/CC practices/NNS of/IN government/NN ./.","nsubj(assures-4, Freedom-1) case(religion-3, for-2) nmod:for(Freedom-1, religion-3) root(ROOT-0, assures-4) mark(participate-11, that-5) amod(groups-7, religious-6) nsubj(participate-11, groups-7) nsubj(criticizing-26, groups-7) cc(groups-7, and-8) conj:and(groups-7, individuals-9) nsubj(participate-11, individuals-9) aux(participate-11, may-10) ccomp(assures-4, participate-11) advmod(and-13, openly-12) advmod(participate-11, and-13) case(hindrance-15, without-14) conj(and-13, hindrance-15) case(process-19, in-16) det(process-19, the-17) amod(process-19, political-18) nmod:in(hindrance-15, process-19) amod(office-22, holding-21) appos(process-19, office-22) cc(participate-11, and-24) advmod(criticizing-26, even-25) ccomp(assures-4, criticizing-26) conj:and(participate-11, criticizing-26) dobj(criticizing-26, policies-27) cc(policies-27, and-28) dobj(criticizing-26, practices-29) conj:and(policies-27, practices-29) case(government-31, of-30) nmod:of(policies-27, government-31)  "
"<p> "" Politicians Messing Up "" ( p. 3B ) ( Letter to the editor criticizing local government bodies for not supporting local development ) .",<p>/NNP ''/'' Politicians/NNP Messing/VBZ Up/RP ''/'' -LRB-/-LRB- p./CD 3B/CD -RRB-/-RRB- -LRB-/-LRB- Letter/NNP to/TO the/DT editor/NN criticizing/VBG local/JJ government/NN bodies/NNS for/IN not/RB supporting/VBG local/JJ development/NN -RRB-/-RRB- ./.,"compound(Politicians-3, <p>-1) nsubj(Messing-4, Politicians-3) root(ROOT-0, Messing-4) compound:prt(Messing-4, Up-5) compound(3B-9, p.-8) dep(Messing-4, 3B-9) nsubj(criticizing-16, Letter-12) case(editor-15, to-13) det(editor-15, the-14) nmod:to(Letter-12, editor-15) dep(Messing-4, criticizing-16) amod(bodies-19, local-17) compound(bodies-19, government-18) dobj(criticizing-16, bodies-19) mark(supporting-22, for-20) neg(supporting-22, not-21) advcl(criticizing-16, supporting-22) amod(development-24, local-23) dobj(supporting-22, development-24)  "
"As late as Tiananmen , few intellectuals questioned whether Liu was still too bonded to the party to recognize that there might be an even higher kind of loyalty , that of criticizing socialism out of love for China .","As/IN late/JJ as/IN Tiananmen/NNP ,/, few/JJ intellectuals/NNS questioned/VBD whether/IN Liu/NNP was/VBD still/RB too/RB bonded/VBN to/TO the/DT party/NN to/TO recognize/VB that/IN there/EX might/MD be/VB an/DT even/RB higher/JJR kind/NN of/IN loyalty/NN ,/, that/DT of/IN criticizing/VBG socialism/NN out/RP of/IN love/NN for/IN China/NNP ./.","case(late-2, As-1) nmod:as(questioned-8, late-2) case(Tiananmen-4, as-3) nmod:as(late-2, Tiananmen-4) amod(intellectuals-7, few-6) nsubj(questioned-8, intellectuals-7) root(ROOT-0, questioned-8) mark(too-13, whether-9) nsubj(too-13, Liu-10) cop(too-13, was-11) advmod(too-13, still-12) ccomp(questioned-8, too-13) amod(too-13, bonded-14) case(party-17, to-15) det(party-17, the-16) nmod:to(too-13, party-17) mark(recognize-19, to-18) acl(party-17, recognize-19) mark(kind-27, that-20) expl(kind-27, there-21) aux(kind-27, might-22) cop(kind-27, be-23) det(kind-27, an-24) advmod(higher-26, even-25) amod(kind-27, higher-26) ccomp(too-13, kind-27) case(loyalty-29, of-28) nmod:of(kind-27, loyalty-29) appos(loyalty-29, that-31) mark(criticizing-33, of-32) acl(that-31, criticizing-33) dobj(criticizing-33, socialism-34) compound:prt(criticizing-33, out-35) case(love-37, of-36) nmod:of(criticizing-33, love-37) case(China-39, for-38) nmod:for(love-37, China-39)  "
They are significant in a discussion of U.S. policy toward the Palestinians as further evidence that the Eisenhower administration was not hesitant about criticizing Israel when it believed U.S. national interests were involved .,They/PRP are/VBP significant/JJ in/IN a/DT discussion/NN of/IN U.S./NNP policy/NN toward/IN the/DT Palestinians/NNPS as/IN further/JJ evidence/NN that/IN the/DT Eisenhower/NNP administration/NN was/VBD not/RB hesitant/JJ about/IN criticizing/VBG Israel/NNP when/WRB it/PRP believed/VBD U.S./NNP national/JJ interests/NNS were/VBD involved/VBN ./.,"nsubj(significant-3, They-1) cop(significant-3, are-2) root(ROOT-0, significant-3) case(discussion-6, in-4) det(discussion-6, a-5) nmod:in(significant-3, discussion-6) case(policy-9, of-7) compound(policy-9, U.S.-8) nmod:of(discussion-6, policy-9) case(Palestinians-12, toward-10) det(Palestinians-12, the-11) nmod:toward(significant-3, Palestinians-12) case(evidence-15, as-13) amod(evidence-15, further-14) nmod:as(Palestinians-12, evidence-15) mark(hesitant-22, that-16) det(administration-19, the-17) compound(administration-19, Eisenhower-18) nsubj(hesitant-22, administration-19) cop(hesitant-22, was-20) neg(hesitant-22, not-21) ccomp(significant-3, hesitant-22) mark(criticizing-24, about-23) advcl(hesitant-22, criticizing-24) dobj(criticizing-24, Israel-25) advmod(believed-28, when-26) nsubj(believed-28, it-27) acl:relcl(Israel-25, believed-28) compound(interests-31, U.S.-29) amod(interests-31, national-30) nsubjpass(involved-33, interests-31) auxpass(involved-33, were-32) ccomp(believed-28, involved-33)  "
"Perceiving Iran to be a Middle Eastern bulwark against Soviet expansionism , the PRC ceased criticizing the Iranian government and withdrew its support for anti-Shah elements .","Perceiving/VBG Iran/NNP to/TO be/VB a/DT Middle/NNP Eastern/NNP bulwark/NN against/IN Soviet/JJ expansionism/NN ,/, the/DT PRC/NNP ceased/VBD criticizing/VBG the/DT Iranian/JJ government/NN and/CC withdrew/VBD its/PRP$ support/NN for/IN anti-Shah/JJ elements/NNS ./.","advcl(ceased-15, Perceiving-1) dobj(Perceiving-1, Iran-2) nsubj(bulwark-8, Iran-2) mark(bulwark-8, to-3) cop(bulwark-8, be-4) det(bulwark-8, a-5) amod(Eastern-7, Middle-6) amod(bulwark-8, Eastern-7) xcomp(Perceiving-1, bulwark-8) case(expansionism-11, against-9) amod(expansionism-11, Soviet-10) nmod:against(bulwark-8, expansionism-11) det(PRC-14, the-13) nsubj(ceased-15, PRC-14) nsubj(withdrew-21, PRC-14) root(ROOT-0, ceased-15) xcomp(ceased-15, criticizing-16) det(government-19, the-17) amod(government-19, Iranian-18) dobj(criticizing-16, government-19) cc(ceased-15, and-20) conj:and(ceased-15, withdrew-21) nmod:poss(support-23, its-22) dobj(withdrew-21, support-23) case(elements-26, for-24) amod(elements-26, anti-Shah-25) nmod:for(withdrew-21, elements-26)  "
"His army "" was authorized to supply weapons to the rebels "" 3 As a result of criticizing the government 's actions regarding Liberia , French journalist Robert Minangoy has been expelled from the Cote d'Ivoire .","His/PRP$ army/NN ''/'' was/VBD authorized/VBN to/TO supply/VB weapons/NNS to/TO the/DT rebels/NNS ''/'' 3/CD As/IN a/DT result/NN of/IN criticizing/VBG the/DT government/NN 's/POS actions/NNS regarding/VBG Liberia/NNP ,/, French/JJ journalist/NN Robert/NNP Minangoy/NNP has/VBZ been/VBN expelled/VBN from/IN the/DT Cote/NNP d'Ivoire/NN ./.","nmod:poss(army-2, His-1) nsubjpass(authorized-5, army-2) nsubj(supply-7, army-2) auxpass(authorized-5, was-4) ccomp(expelled-32, authorized-5) mark(supply-7, to-6) xcomp(authorized-5, supply-7) dobj(supply-7, weapons-8) case(rebels-11, to-9) det(rebels-11, the-10) nmod:to(supply-7, rebels-11) dobj(supply-7, 3-13) case(result-16, As-14) det(result-16, a-15) nmod:as(supply-7, result-16) mark(criticizing-18, of-17) acl(result-16, criticizing-18) det(government-20, the-19) nmod:poss(actions-22, government-20) case(government-20, 's-21) dobj(criticizing-18, actions-22) case(Liberia-24, regarding-23) nmod:regarding(actions-22, Liberia-24) amod(Minangoy-29, French-26) compound(Minangoy-29, journalist-27) compound(Minangoy-29, Robert-28) nsubjpass(expelled-32, Minangoy-29) aux(expelled-32, has-30) auxpass(expelled-32, been-31) root(ROOT-0, expelled-32) case(d'Ivoire-36, from-33) det(d'Ivoire-36, the-34) compound(d'Ivoire-36, Cote-35) nmod:from(expelled-32, d'Ivoire-36)  "
"Western assumptions have nothing at all to do with my criticism of Swan , nor am I criticizing tribal narratives .","Western/JJ assumptions/NNS have/VBP nothing/NN at/IN all/DT to/TO do/VB with/IN my/PRP$ criticism/NN of/IN Swan/NNP ,/, nor/CC am/VBP I/PRP criticizing/VBG tribal/JJ narratives/NNS ./.","amod(assumptions-2, Western-1) nsubj(have-3, assumptions-2) root(ROOT-0, have-3) dobj(have-3, nothing-4) case(all-6, at-5) nmod:at(have-3, all-6) mark(do-8, to-7) advcl(have-3, do-8) case(criticism-11, with-9) nmod:poss(criticism-11, my-10) nmod:with(do-8, criticism-11) case(Swan-13, of-12) nmod:of(criticism-11, Swan-13) cc(have-3, nor-15) aux(criticizing-18, am-16) nsubj(criticizing-18, I-17) conj:nor(have-3, criticizing-18) amod(narratives-20, tribal-19) dobj(criticizing-18, narratives-20)  "
I am criticizing Swan 's apparent misunderstandings as evidenced by her re-definitions of the English language and natural world .,I/PRP am/VBP criticizing/VBG Swan/NNP 's/POS apparent/JJ misunderstandings/NNS as/IN evidenced/VBN by/IN her/PRP$ re-definitions/NNS of/IN the/DT English/JJ language/NN and/CC natural/JJ world/NN ./.,"nsubj(criticizing-3, I-1) aux(criticizing-3, am-2) root(ROOT-0, criticizing-3) nmod:poss(misunderstandings-7, Swan-4) case(Swan-4, 's-5) amod(misunderstandings-7, apparent-6) dobj(criticizing-3, misunderstandings-7) mark(evidenced-9, as-8) advcl(criticizing-3, evidenced-9) case(re-definitions-12, by-10) nmod:poss(re-definitions-12, her-11) nmod:by(evidenced-9, re-definitions-12) case(language-16, of-13) det(language-16, the-14) amod(language-16, English-15) nmod:of(re-definitions-12, language-16) cc(language-16, and-17) amod(world-19, natural-18) nmod:of(re-definitions-12, world-19) conj:and(language-16, world-19)  "
"Many of the nationalists and Leftist intellectuals who had accused members of the National Action Party ( Partido Accion Nacional or PAN ) of treason for criticizing Mexico abroad , now find themselves doing the same think and liking it .","Many/JJ of/IN the/DT nationalists/NNS and/CC Leftist/JJ intellectuals/NNS who/WP had/VBD accused/VBN members/NNS of/IN the/DT National/NNP Action/NNP Party/NNP -LRB-/-LRB- Partido/NNP Accion/NNP Nacional/NNP or/CC PAN/NNP -RRB-/-RRB- of/IN treason/NNS for/IN criticizing/VBG Mexico/NNP abroad/RB ,/, now/RB find/VB themselves/PRP doing/VBG the/DT same/JJ think/NN and/CC liking/VBG it/PRP ./.","nsubj(find-32, Many-1) case(nationalists-4, of-2) det(nationalists-4, the-3) nmod:of(Many-1, nationalists-4) cc(nationalists-4, and-5) amod(intellectuals-7, Leftist-6) nmod:of(Many-1, intellectuals-7) conj:and(nationalists-4, intellectuals-7) nsubj(accused-10, intellectuals-7) ref(intellectuals-7, who-8) aux(accused-10, had-9) acl:relcl(intellectuals-7, accused-10) dobj(accused-10, members-11) case(Party-16, of-12) det(Party-16, the-13) compound(Party-16, National-14) compound(Party-16, Action-15) nmod:of(members-11, Party-16) compound(Nacional-20, Partido-18) compound(Nacional-20, Accion-19) dep(Party-16, Nacional-20) cc(Nacional-20, or-21) dep(Party-16, PAN-22) conj:or(Nacional-20, PAN-22) case(treason-25, of-24) nmod:of(Party-16, treason-25) mark(criticizing-27, for-26) advcl(accused-10, criticizing-27) dobj(criticizing-27, Mexico-28) advmod(criticizing-27, abroad-29) advmod(find-32, now-31) root(ROOT-0, find-32) nsubj(doing-34, themselves-33) nsubj(liking-39, themselves-33) ccomp(find-32, doing-34) det(think-37, the-35) amod(think-37, same-36) dobj(doing-34, think-37) cc(doing-34, and-38) ccomp(find-32, liking-39) conj:and(doing-34, liking-39) dobj(liking-39, it-40)  "
"<p> He reversed roles with the cardenistas , criticizing them as "" allies of those who seek to trample on the national sovereignty . ""","<p>/RB He/PRP reversed/VBD roles/NNS with/IN the/DT cardenistas/NNS ,/, criticizing/VBG them/PRP as/IN ''/'' allies/NNS of/IN those/DT who/WP seek/VBP to/TO trample/VB on/IN the/DT national/JJ sovereignty/NN ./. ''/''","advmod(reversed-3, <p>-1) nsubj(reversed-3, He-2) root(ROOT-0, reversed-3) dobj(reversed-3, roles-4) case(cardenistas-7, with-5) det(cardenistas-7, the-6) nmod:with(reversed-3, cardenistas-7) advcl(reversed-3, criticizing-9) dobj(criticizing-9, them-10) case(allies-13, as-11) nmod:as(criticizing-9, allies-13) case(those-15, of-14) nmod:of(allies-13, those-15) nsubj(seek-17, those-15) nsubj(trample-19, those-15) ref(those-15, who-16) acl:relcl(those-15, seek-17) mark(trample-19, to-18) xcomp(seek-17, trample-19) case(sovereignty-23, on-20) det(sovereignty-23, the-21) amod(sovereignty-23, national-22) nmod:on(trample-19, sovereignty-23)  "
"Yet Cardenas , whose movement pretends to a higher nationalism than the PRI , has already broken Mexican tradition by criticizing his government in the United States , and he told me that he is prepared to invite international observers .","Yet/CC Cardenas/NNP ,/, whose/WP$ movement/NNS pretends/VBZ to/TO a/DT higher/JJR nationalism/NN than/IN the/DT PRI/NNP ,/, has/VBZ already/RB broken/VBN Mexican/JJ tradition/NN by/IN criticizing/VBG his/PRP$ government/NN in/IN the/DT United/NNP States/NNPS ,/, and/CC he/PRP told/VBD me/PRP that/IN he/PRP is/VBZ prepared/JJ to/TO invite/VB international/JJ observers/NNS ./.","cc(broken-17, Yet-1) nmod:poss(movement-5, Cardenas-2) nsubj(broken-17, Cardenas-2) ref(Cardenas-2, whose-4) nsubj(pretends-6, movement-5) acl:relcl(Cardenas-2, pretends-6) case(nationalism-10, to-7) det(nationalism-10, a-8) amod(nationalism-10, higher-9) nmod:to(pretends-6, nationalism-10) case(PRI-13, than-11) det(PRI-13, the-12) nmod:than(nationalism-10, PRI-13) aux(broken-17, has-15) advmod(broken-17, already-16) root(ROOT-0, broken-17) amod(tradition-19, Mexican-18) dobj(broken-17, tradition-19) mark(criticizing-21, by-20) advcl(broken-17, criticizing-21) nmod:poss(government-23, his-22) dobj(criticizing-21, government-23) case(States-27, in-24) det(States-27, the-25) compound(States-27, United-26) nmod:in(criticizing-21, States-27) cc(broken-17, and-29) nsubj(told-31, he-30) conj:and(broken-17, told-31) dobj(told-31, me-32) mark(prepared-36, that-33) nsubj(prepared-36, he-34) nsubj(invite-38, he-34) cop(prepared-36, is-35) ccomp(told-31, prepared-36) mark(invite-38, to-37) xcomp(prepared-36, invite-38) amod(observers-40, international-39) dobj(invite-38, observers-40)  "
