sent,tags,parse
"He takes her dancing , teaches her how to dress , eat lobster , and buys her clothing .","He/PRP takes/VBZ her/PRP$ dancing/NN ,/, teaches/VBZ her/PRP how/WRB to/TO dress/VB ,/, eat/VBP lobster/NN ,/, and/CC buys/VBZ her/PRP$ clothing/NN ./.","nsubj(takes-2, He-1) nsubj(teaches-6, He-1) nsubj(eat-12, He-1) nsubj(buys-16, He-1) root(ROOT-0, takes-2) nmod:poss(dancing-4, her-3) dobj(takes-2, dancing-4) conj:and(takes-2, teaches-6) dobj(teaches-6, her-7) nsubj(dress-10, her-7) advmod(dress-10, how-8) mark(dress-10, to-9) xcomp(teaches-6, dress-10) conj:and(takes-2, eat-12) dobj(eat-12, lobster-13) cc(takes-2, and-15) conj:and(takes-2, buys-16) nmod:poss(clothing-18, her-17) dobj(buys-16, clothing-18)  "
", the "" dancing queen , "" also collected by Conrau ; formerly of the Rubinstein collection and recently sold from the Franklin collection ) animated their figures with expressive movement .",",/, the/DT ''/'' dancing/VBZ queen/NN ,/, ''/'' also/RB collected/VBN by/IN Conrau/NNP ;/: formerly/RB of/IN the/DT Rubinstein/NNP collection/NN and/CC recently/RB sold/VBN from/IN the/DT Franklin/NNP collection/NN -RRB-/-RRB- animated/VB their/PRP$ figures/NNS with/IN expressive/JJ movement/NN ./.","nsubj(dancing-4, the-2) parataxis(animated-26, dancing-4) dobj(dancing-4, queen-5) advmod(collected-9, also-8) acl(queen-5, collected-9) case(Conrau-11, by-10) nmod:by(collected-9, Conrau-11) dep(Conrau-11, formerly-13) case(collection-17, of-14) det(collection-17, the-15) compound(collection-17, Rubinstein-16) dep(formerly-13, collection-17) cc(collection-17, and-18) dep(formerly-13, recently-19) conj:and(collection-17, recently-19) dep(formerly-13, sold-20) conj:and(collection-17, sold-20) case(collection-24, from-21) det(collection-24, the-22) compound(collection-24, Franklin-23) nmod:from(sold-20, collection-24) root(ROOT-0, animated-26) nmod:poss(figures-28, their-27) dobj(animated-26, figures-28) case(movement-31, with-29) amod(movement-31, expressive-30) nmod:with(animated-26, movement-31)  "
"Other works from this region seem far worthier of admiration , such as the "" dancing queen "" of ForekeChacha ( Harter 1986:306 , 341-42 ) , the anyi , mother of twins , of Fonjumetor ( Harter 1986:10/4 , 1 ) , or the seated fwa of Fotabong Nsheu , with his large coiffure ( Harter 1986 : 6/1 , 315/352 ) .","Other/JJ works/NNS from/IN this/DT region/NN seem/VBP far/RB worthier/JJR of/IN admiration/NN ,/, such/JJ as/IN the/DT ''/'' dancing/VBG queen/NN ''/'' of/IN ForekeChacha/NNP -LRB-/-LRB- Harter/NNP 1986:306/CD ,/, 341-42/CD -RRB-/-RRB- ,/, the/DT anyi/NN ,/, mother/NN of/IN twins/NNS ,/, of/IN Fonjumetor/NNP -LRB-/-LRB- Harter/NNP 1986:10/CD //: 4/CD ,/, 1/CD -RRB-/-RRB- ,/, or/CC the/DT seated/JJ fwa/NN of/IN Fotabong/NNP Nsheu/NNP ,/, with/IN his/PRP$ large/JJ coiffure/NN -LRB-/-LRB- Harter/NNP 1986/CD :/: 6/1/CD ,/, 315/352/CD -RRB-/-RRB- ./.","amod(works-2, Other-1) nsubj(seem-6, works-2) case(region-5, from-3) det(region-5, this-4) nmod:from(works-2, region-5) root(ROOT-0, seem-6) advmod(worthier-8, far-7) xcomp(seem-6, worthier-8) case(admiration-10, of-9) nmod:of(worthier-8, admiration-10) case(the-14, such-12) mwe(such-12, as-13) nmod:such_as(admiration-10, the-14) acl(the-14, dancing-16) dobj(dancing-16, queen-17) case(ForekeChacha-20, of-19) nmod:of(queen-17, ForekeChacha-20) dep(admiration-10, Harter-22) nummod(Harter-22, 1986:306-23) nummod(Harter-22, 341-42-25) det(anyi-29, the-28) appos(admiration-10, anyi-29) appos(admiration-10, mother-31) case(twins-33, of-32) nmod:of(mother-31, twins-33) case(Fonjumetor-36, of-35) nmod:of(admiration-10, Fonjumetor-36) dep(Fonjumetor-36, Harter-38) nummod(Harter-38, 1986:10-39) dep(Harter-38, 4-41) amod(4-41, 1-43) cc(Fonjumetor-36, or-46) det(fwa-49, the-47) amod(fwa-49, seated-48) nmod:of(admiration-10, fwa-49) conj:or(Fonjumetor-36, fwa-49) case(Nsheu-52, of-50) compound(Nsheu-52, Fotabong-51) nmod:of(fwa-49, Nsheu-52) case(coiffure-57, with-54) nmod:poss(coiffure-57, his-55) amod(coiffure-57, large-56) nmod:with(admiration-10, coiffure-57) dep(coiffure-57, Harter-59) nummod(6/1-62, 1986-60) dep(Harter-59, 6/1-62) amod(6/1-62, 315/352-64)  "
"Relatives hire music groups and accompany them around the town , dancing and singing the praises of the family .","Relatives/NNS hire/VB music/NN groups/NNS and/CC accompany/VB them/PRP around/IN the/DT town/NN ,/, dancing/VBG and/CC singing/VBG the/DT praises/NN of/IN the/DT family/NN ./.","nsubj(hire-2, Relatives-1) nsubj(accompany-6, Relatives-1) root(ROOT-0, hire-2) compound(groups-4, music-3) dobj(hire-2, groups-4) cc(hire-2, and-5) conj:and(hire-2, accompany-6) dobj(accompany-6, them-7) case(town-10, around-8) det(town-10, the-9) nmod:around(accompany-6, town-10) advcl(accompany-6, dancing-12) cc(dancing-12, and-13) advcl(accompany-6, singing-14) conj:and(dancing-12, singing-14) det(praises-16, the-15) dobj(dancing-12, praises-16) case(family-19, of-17) det(family-19, the-18) nmod:of(praises-16, family-19)  "
": Dec. 1 , 1986 ) : <p> They think dancing and enjoying after the death will depict the deceased 's achievements on earth , how he or she was able to behave to the community ....",":/: Dec./NNP 1/CD ,/, 1986/CD -RRB-/-RRB- :/: <p>/RB They/PRP think/VBP dancing/VBG and/CC enjoying/VBG after/IN the/DT death/NN will/MD depict/VB the/DT deceased/NN 's/POS achievements/NNS on/IN earth/NN ,/, how/WRB he/PRP or/CC she/PRP was/VBD able/JJ to/TO behave/VB to/TO the/DT community/NN .../.","nsubj(depict-18, Dec.-2) dep(Dec.-2, 1-3) amod(Dec.-2, 1986-5) dep(Dec.-2, <p>-8) nsubj(think-10, They-9) ccomp(<p>-8, think-10) xcomp(think-10, dancing-11) cc(dancing-11, and-12) xcomp(think-10, enjoying-13) conj:and(dancing-11, enjoying-13) case(death-16, after-14) det(death-16, the-15) nmod:after(dancing-11, death-16) aux(depict-18, will-17) root(ROOT-0, depict-18) det(deceased-20, the-19) nmod:poss(achievements-22, deceased-20) case(deceased-20, 's-21) dobj(depict-18, achievements-22) case(earth-24, on-23) nmod:on(depict-18, earth-24) advmod(able-31, how-26) nsubj(able-31, he-27) nsubj(behave-33, he-27) cc(he-27, or-28) conj:or(he-27, she-29) nsubj(able-31, she-29) nsubj(behave-33, she-29) cop(able-31, was-30) dep(depict-18, able-31) mark(behave-33, to-32) xcomp(able-31, behave-33) case(community-36, to-34) det(community-36, the-35) nmod:to(behave-33, community-36)  "
"These , together with funeral displays of dancing and drumming , all participate in constructing Yoruba reality .","These/DT ,/, together/RB with/IN funeral/JJ displays/NNS of/IN dancing/VBG and/CC drumming/VBG ,/, all/DT participate/VBP in/IN constructing/VBG Yoruba/NNP reality/NN ./.","nsubj(participate-13, These-1) case(displays-6, together-3) mwe(together-3, with-4) amod(displays-6, funeral-5) nmod:together_with(participate-13, displays-6) mark(dancing-8, of-7) acl(displays-6, dancing-8) cc(dancing-8, and-9) acl(displays-6, drumming-10) conj:and(dancing-8, drumming-10) nsubj(participate-13, all-12) root(ROOT-0, participate-13) mark(constructing-15, in-14) advcl(participate-13, constructing-15) compound(reality-17, Yoruba-16) dobj(constructing-15, reality-17)  "
"As Burton suggested , "" within the sect of Mbudye promiscuity is practiced "" and there are "" sensual displays of dancing , where every sexual action and gesture is exploited to the full "" ( 1961:163 , 167 ) , probably for the same symbolic purposes .","As/IN Burton/NNP suggested/VBD ,/, ''/'' within/IN the/DT sect/NN of/IN Mbudye/NNP promiscuity/RB is/VBZ practiced/VBN ''/'' and/CC there/EX are/VBP ''/'' sensual/VBZ displays/NNS of/IN dancing/NN ,/, where/WRB every/DT sexual/JJ action/NN and/CC gesture/NN is/VBZ exploited/VBN to/TO the/DT full/JJ ''/'' -LRB-/-LRB- 1961:163/CD ,/, 167/CD -RRB-/-RRB- ,/, probably/RB for/IN the/DT same/JJ symbolic/JJ purposes/NNS ./.","mark(suggested-3, As-1) nsubj(suggested-3, Burton-2) advcl(practiced-13, suggested-3) case(sect-8, within-6) det(sect-8, the-7) nmod:within(suggested-3, sect-8) case(Mbudye-10, of-9) nmod:of(sect-8, Mbudye-10) advmod(practiced-13, promiscuity-11) auxpass(practiced-13, is-12) ccomp(sensual-19, practiced-13) cc(practiced-13, and-15) expl(are-17, there-16) conj:and(practiced-13, are-17) ccomp(sensual-19, are-17) root(ROOT-0, sensual-19) dobj(sensual-19, displays-20) case(dancing-22, of-21) nmod:of(displays-20, dancing-22) advmod(exploited-31, where-24) det(action-27, every-25) amod(action-27, sexual-26) nsubjpass(exploited-31, action-27) cc(action-27, and-28) conj:and(action-27, gesture-29) nsubjpass(exploited-31, gesture-29) auxpass(exploited-31, is-30) advcl(sensual-19, exploited-31) case(full-34, to-32) det(full-34, the-33) nmod:to(exploited-31, full-34) appos(full-34, 1961:163-37) dep(1961:163-37, 167-39) advmod(full-34, probably-42) case(purposes-47, for-43) det(purposes-47, the-44) amod(purposes-47, same-45) amod(purposes-47, symbolic-46) nmod:for(probably-42, purposes-47)  "
"Though I stumbled into ceremonies here and there -- some in hounfors ( cult centers ) , some inside my friends ' houses -- it took a while for me to begin to understand something of what I was seeing , and after that I started to make notes , copy veves ( maizemeal ritual drawings ) , and take note of the relationship between drums , dancing , singing , and people .","Though/IN I/PRP stumbled/VBD into/IN ceremonies/NNS here/RB and/CC there/RB --/: some/DT in/IN hounfors/NNS -LRB-/-LRB- cult/NN centers/NNS -RRB-/-RRB- ,/, some/DT inside/IN my/PRP$ friends/NNS '/POS houses/NNS --/: it/PRP took/VBD a/DT while/NN for/IN me/PRP to/TO begin/VB to/TO understand/VB something/NN of/IN what/WP I/PRP was/VBD seeing/VBG ,/, and/CC after/RB that/IN I/PRP started/VBD to/TO make/VB notes/NNS ,/, copy/VB veves/NNS -LRB-/-LRB- maizemeal/NN ritual/NN drawings/NNS -RRB-/-RRB- ,/, and/CC take/VB note/NN of/IN the/DT relationship/NN between/IN drums/NNS ,/, dancing/NN ,/, singing/NN ,/, and/CC people/NNS ./.","mark(stumbled-3, Though-1) nsubj(stumbled-3, I-2) advcl(took-26, stumbled-3) case(ceremonies-5, into-4) nmod:into(stumbled-3, ceremonies-5) advmod(ceremonies-5, here-6) cc(here-6, and-7) advmod(ceremonies-5, there-8) conj:and(here-6, there-8) dep(ceremonies-5, some-10) case(hounfors-12, in-11) nmod:in(some-10, hounfors-12) compound(centers-15, cult-14) appos(hounfors-12, centers-15) appos(hounfors-12, some-18) case(houses-23, inside-19) nmod:poss(friends-21, my-20) nmod:poss(houses-23, friends-21) case(friends-21, '-22) nmod:inside(some-18, houses-23) nsubj(took-26, it-25) root(ROOT-0, took-26) det(while-28, a-27) nmod:tmod(took-26, while-28) mark(begin-32, for-29) nsubj(begin-32, me-30) nsubj(understand-34, me-30) mark(begin-32, to-31) advcl(took-26, begin-32) mark(understand-34, to-33) xcomp(begin-32, understand-34) dobj(understand-34, something-35) mark(seeing-40, of-36) dobj(seeing-40, what-37) nsubj(seeing-40, I-38) aux(seeing-40, was-39) acl(something-35, seeing-40) cc(begin-32, and-42) advmod(started-46, after-43) mark(started-46, that-44) nsubj(started-46, I-45) nsubj(make-48, I-45) nsubj(copy-51, I-45) nsubj(take-60, I-45) advcl(took-26, started-46) conj:and(begin-32, started-46) mark(make-48, to-47) xcomp(started-46, make-48) dobj(make-48, notes-49) xcomp(started-46, copy-51) conj:and(make-48, copy-51) dobj(copy-51, veves-52) compound(drawings-56, maizemeal-54) compound(drawings-56, ritual-55) appos(veves-52, drawings-56) cc(make-48, and-59) xcomp(started-46, take-60) conj:and(make-48, take-60) dobj(take-60, note-61) case(relationship-64, of-62) det(relationship-64, the-63) nmod:of(note-61, relationship-64) case(drums-66, between-65) nmod:between(relationship-64, drums-66) nmod:between(relationship-64, dancing-68) conj:and(drums-66, dancing-68) nmod:between(relationship-64, singing-70) conj:and(drums-66, singing-70) cc(drums-66, and-72) nmod:between(relationship-64, people-73) conj:and(drums-66, people-73)  "
"If there was dancing , it was usually Thelisman and two sons ( or sons-in-law ) who began at the drums , but in a short while an old man everyone called Tonton Cabrit came up from somewhere below and took over at the middle drum .","If/IN there/EX was/VBD dancing/VBG ,/, it/PRP was/VBD usually/RB Thelisman/NNP and/CC two/CD sons/NNS -LRB-/-LRB- or/CC sons-in-law/CD -RRB-/-RRB- who/WP began/VBD at/IN the/DT drums/NNS ,/, but/CC in/IN a/DT short/JJ while/NN an/DT old/JJ man/NN everyone/NN called/VBD Tonton/NNP Cabrit/NNP came/VBD up/RP from/IN somewhere/RB below/RB and/CC took/VBD over/RP at/IN the/DT middle/JJ drum/NN ./.","mark(dancing-4, If-1) expl(dancing-4, there-2) aux(dancing-4, was-3) advcl(was-7, dancing-4) nsubj(was-7, it-6) root(ROOT-0, was-7) advmod(was-7, usually-8) dep(was-7, Thelisman-9) nsubj(began-18, Thelisman-9) cc(Thelisman-9, and-10) nummod(sons-12, two-11) dep(was-7, sons-12) conj:and(Thelisman-9, sons-12) nsubj(began-18, sons-12) cc(sons-in-law-15, or-14) dep(Thelisman-9, sons-in-law-15) ref(Thelisman-9, who-17) acl:relcl(Thelisman-9, began-18) case(drums-21, at-19) det(drums-21, the-20) nmod:at(began-18, drums-21) cc(was-7, but-23) case(while-27, in-24) det(while-27, a-25) amod(while-27, short-26) nmod:in(called-32, while-27) det(everyone-31, an-28) amod(everyone-31, old-29) compound(everyone-31, man-30) nsubj(called-32, everyone-31) conj:but(was-7, called-32) compound(Cabrit-34, Tonton-33) nsubj(came-35, Cabrit-34) nsubj(took-41, Cabrit-34) ccomp(called-32, came-35) compound:prt(came-35, up-36) case(somewhere-38, from-37) nmod:from(came-35, somewhere-38) advmod(came-35, below-39) cc(came-35, and-40) ccomp(called-32, took-41) conj:and(came-35, took-41) compound:prt(took-41, over-42) case(drum-46, at-43) det(drum-46, the-44) amod(drum-46, middle-45) nmod:at(took-41, drum-46)  "
The dancing stopped for a moment and the drummers played a salute of welcome .,The/DT dancing/NN stopped/VBD for/IN a/DT moment/NN and/CC the/DT drummers/NNS played/VBD a/DT salute/NN of/IN welcome/VB ./.,"det(dancing-2, The-1) nsubj(stopped-3, dancing-2) root(ROOT-0, stopped-3) case(moment-6, for-4) det(moment-6, a-5) nmod:for(stopped-3, moment-6) cc(stopped-3, and-7) det(drummers-9, the-8) nsubj(played-10, drummers-9) conj:and(stopped-3, played-10) det(salute-12, a-11) dobj(played-10, salute-12) case(welcome-14, of-13) acl:of(salute-12, welcome-14)  "
"We gave a few gourds to the drummers ( to encourage them , it was said ) , and the dancing resumed .","We/PRP gave/VBD a/DT few/JJ gourds/NNS to/TO the/DT drummers/NNS -LRB-/-LRB- to/TO encourage/VB them/PRP ,/, it/PRP was/VBD said/VBN -RRB-/-RRB- ,/, and/CC the/DT dancing/NN resumed/VBD ./.","nsubj(gave-2, We-1) root(ROOT-0, gave-2) det(gourds-5, a-3) amod(gourds-5, few-4) dobj(gave-2, gourds-5) case(drummers-8, to-6) det(drummers-8, the-7) nmod:to(gave-2, drummers-8) mark(encourage-11, to-10) dep(drummers-8, encourage-11) dobj(encourage-11, them-12) nsubjpass(said-16, it-14) auxpass(said-16, was-15) dep(encourage-11, said-16) cc(gave-2, and-19) det(dancing-21, the-20) nsubj(resumed-22, dancing-21) conj:and(gave-2, resumed-22)  "
"He stood in the center with a long saber and directed the dancing , singing , and drumming .","He/PRP stood/VBD in/IN the/DT center/NN with/IN a/DT long/JJ saber/NN and/CC directed/VBD the/DT dancing/NN ,/, singing/VBG ,/, and/CC drumming/VBG ./.","nsubj(stood-2, He-1) nsubj(directed-11, He-1) root(ROOT-0, stood-2) case(center-5, in-3) det(center-5, the-4) nmod:in(stood-2, center-5) case(saber-9, with-6) det(saber-9, a-7) amod(saber-9, long-8) nmod:with(stood-2, saber-9) cc(stood-2, and-10) conj:and(stood-2, directed-11) det(dancing-13, the-12) dobj(directed-11, dancing-13) ccomp(stood-2, singing-15) cc(singing-15, and-17) ccomp(stood-2, drumming-18) conj:and(singing-15, drumming-18)  "
<p> Zora was dancing with the hounsis .,<p>/NNP Zora/NNP was/VBD dancing/VBG with/IN the/DT hounsis/NNS ./.,"compound(Zora-2, <p>-1) nsubj(dancing-4, Zora-2) aux(dancing-4, was-3) root(ROOT-0, dancing-4) case(hounsis-7, with-5) det(hounsis-7, the-6) nmod:with(dancing-4, hounsis-7)  "
"At a certain signal from his saber , the ambulating-dancing line reversed and moved counterclockwise .","At/IN a/DT certain/JJ signal/NN from/IN his/PRP$ saber/NN ,/, the/DT ambulating-dancing/JJ line/NN reversed/VBD and/CC moved/VBD counterclockwise/JJ ./.","case(signal-4, At-1) det(signal-4, a-2) amod(signal-4, certain-3) nmod:at(reversed-12, signal-4) case(saber-7, from-5) nmod:poss(saber-7, his-6) nmod:from(signal-4, saber-7) det(line-11, the-9) amod(line-11, ambulating-dancing-10) nsubj(reversed-12, line-11) nsubj(moved-14, line-11) root(ROOT-0, reversed-12) cc(reversed-12, and-13) conj:and(reversed-12, moved-14) xcomp(moved-14, counterclockwise-15)  "
"George just went along with everything ( though , as he said later , he 'd never done much dancing except in college . )","George/NNP just/RB went/VBD along/RP with/IN everything/NN -LRB-/-LRB- though/IN ,/, as/IN he/PRP said/VBD later/RB ,/, he/PRP 'd/VBD never/RB done/VBN much/JJ dancing/NN except/IN in/IN college/NN ./. -RRB-/-RRB-","nsubj(went-3, George-1) advmod(went-3, just-2) root(ROOT-0, went-3) compound:prt(went-3, along-4) case(everything-6, with-5) nmod:with(went-3, everything-6) dep(went-3, though-8) mark(said-12, as-10) nsubj(said-12, he-11) dep(though-8, said-12) advmod(done-18, later-13) nsubj(done-18, he-15) aux(done-18, 'd-16) neg(done-18, never-17) ccomp(said-12, done-18) amod(dancing-20, much-19) dobj(done-18, dancing-20) amod(dancing-20, except-21) case(college-23, in-22) nmod:in(dancing-20, college-23)  "
"Similarly , after dancing with the haughty and practiced Melinda ( whom the naive Roderick preposterously seeks to dupe into marriage ) , he gallantly sees her to her coach , only to be denied any reward for his attention , for when he "" would have got up behind it .","Similarly/RB ,/, after/IN dancing/VBG with/IN the/DT haughty/JJ and/CC practiced/JJ Melinda/NN -LRB-/-LRB- whom/WP the/DT naive/NNP Roderick/NNP preposterously/NN seeks/VBZ to/TO dupe/VB into/IN marriage/NN -RRB-/-RRB- ,/, he/PRP gallantly/RB sees/VBZ her/PRP to/TO her/PRP$ coach/NN ,/, only/RB to/TO be/VB denied/VBN any/DT reward/NN for/IN his/PRP$ attention/NN ,/, for/IN when/WRB he/PRP ''/'' would/MD have/VB got/VBN up/RP behind/IN it/PRP ./.","advmod(sees-26, Similarly-1) mark(dancing-4, after-3) advcl(sees-26, dancing-4) case(Melinda-10, with-5) det(Melinda-10, the-6) amod(Melinda-10, haughty-7) cc(haughty-7, and-8) conj:and(haughty-7, practiced-9) amod(Melinda-10, practiced-9) nmod:with(dancing-4, Melinda-10) dobj(seeks-17, whom-12) nsubj(dupe-19, whom-12) det(preposterously-16, the-13) compound(preposterously-16, naive-14) compound(preposterously-16, Roderick-15) nsubj(seeks-17, preposterously-16) dep(Melinda-10, seeks-17) mark(dupe-19, to-18) xcomp(seeks-17, dupe-19) case(marriage-21, into-20) nmod:into(dupe-19, marriage-21) nsubj(sees-26, he-24) advmod(sees-26, gallantly-25) root(ROOT-0, sees-26) dobj(sees-26, her-27) case(coach-30, to-28) nmod:poss(coach-30, her-29) nmod:to(sees-26, coach-30) advmod(denied-35, only-32) mark(denied-35, to-33) auxpass(denied-35, be-34) advcl(sees-26, denied-35) det(reward-37, any-36) dobj(denied-35, reward-37) case(attention-40, for-38) nmod:poss(attention-40, his-39) nmod:for(denied-35, attention-40) mark(got-48, for-42) advmod(got-48, when-43) nsubj(got-48, he-44) aux(got-48, would-46) aux(got-48, have-47) advcl(denied-35, got-48) compound:prt(got-48, up-49) case(it-51, behind-50) nmod:behind(got-48, it-51)  "
"In the opening scene Colibri , a monumental albino wrestler , observes himself dancing between two mirrors in a squallid nightclub .","In/IN the/DT opening/NN scene/NN Colibri/NNP ,/, a/DT monumental/JJ albino/NN wrestler/NN ,/, observes/VBZ himself/PRP dancing/VBG between/IN two/CD mirrors/NNS in/IN a/DT squallid/JJ nightclub/NN ./.","case(scene-4, In-1) det(scene-4, the-2) compound(scene-4, opening-3) nmod:in(observes-12, scene-4) nsubj(observes-12, Colibri-5) det(wrestler-10, a-7) amod(wrestler-10, monumental-8) compound(wrestler-10, albino-9) appos(Colibri-5, wrestler-10) root(ROOT-0, observes-12) nsubj(dancing-14, himself-13) dep(observes-12, dancing-14) case(mirrors-17, between-15) nummod(mirrors-17, two-16) nmod:between(dancing-14, mirrors-17) case(nightclub-21, in-18) det(nightclub-21, a-19) amod(nightclub-21, squallid-20) nmod:in(mirrors-17, nightclub-21)  "
"To quote a famous passage from his essay "" Ballets "" : <p> I mean that the ballerina is not a girl dancing ; that considering the juxtaposition of those group motifs , she is not a girl , but rather a metaphor which symbolizes some elemental aspect of earthly form : sword , cup , flower .","To/TO quote/VB a/DT famous/JJ passage/NN from/IN his/PRP$ essay/NN ''/'' Ballets/NNS ''/'' :/: <p>/NN I/PRP mean/VBP that/IN the/DT ballerina/NN is/VBZ not/RB a/DT girl/NN dancing/NN ;/: that/WDT considering/VBG the/DT juxtaposition/NN of/IN those/DT group/NN motifs/NNS ,/, she/PRP is/VBZ not/RB a/DT girl/NN ,/, but/CC rather/RB a/DT metaphor/NN which/WDT symbolizes/VBZ some/DT elemental/JJ aspect/NN of/IN earthly/JJ form/NN :/: sword/NN ,/, cup/NN ,/, flower/NN ./.","mark(quote-2, To-1) advcl(girl-38, quote-2) det(passage-5, a-3) amod(passage-5, famous-4) dobj(quote-2, passage-5) case(Ballets-10, from-6) nmod:poss(Ballets-10, his-7) compound(Ballets-10, essay-8) nmod:from(quote-2, Ballets-10) parataxis(quote-2, <p>-13) nsubj(considering-26, <p>-13) nsubj(mean-15, I-14) dep(<p>-13, mean-15) mark(dancing-23, that-16) det(ballerina-18, the-17) nsubj(dancing-23, ballerina-18) cop(dancing-23, is-19) neg(dancing-23, not-20) det(dancing-23, a-21) compound(dancing-23, girl-22) ccomp(mean-15, dancing-23) ref(<p>-13, that-25) acl:relcl(<p>-13, considering-26) det(juxtaposition-28, the-27) dobj(considering-26, juxtaposition-28) case(motifs-32, of-29) det(motifs-32, those-30) compound(motifs-32, group-31) nmod:of(juxtaposition-28, motifs-32) nsubj(girl-38, she-34) cop(girl-38, is-35) neg(girl-38, not-36) det(girl-38, a-37) root(ROOT-0, girl-38) cc(rather-41, but-40) cc(girl-38, rather-41) det(metaphor-43, a-42) conj:rather(girl-38, metaphor-43) nsubj(symbolizes-45, metaphor-43) ref(metaphor-43, which-44) acl:relcl(metaphor-43, symbolizes-45) det(aspect-48, some-46) amod(aspect-48, elemental-47) dobj(symbolizes-45, aspect-48) case(form-51, of-49) amod(form-51, earthly-50) nmod:of(aspect-48, form-51) dep(metaphor-43, sword-53) appos(sword-53, cup-55) appos(sword-53, flower-57)  "
"That very day , I had , however prematurely , the revelation of classical dancing .","That/DT very/JJ day/NN ,/, I/PRP had/VBD ,/, however/RB prematurely/JJ ,/, the/DT revelation/NN of/IN classical/JJ dancing/NN ./.","det(day-3, That-1) amod(day-3, very-2) nmod:tmod(had-6, day-3) nsubj(had-6, I-5) root(ROOT-0, had-6) advmod(prematurely-9, however-8) amod(revelation-12, prematurely-9) det(revelation-12, the-11) dobj(had-6, revelation-12) case(dancing-15, of-13) amod(dancing-15, classical-14) nmod:of(revelation-12, dancing-15)  "
"The subject of Spanish dancing , he says , is sensual passion , and Argentina is true to that subject , yet "" what she g/yes us is not the total sensation , in its brutal .. , materialism , but the essence of that sensation , its spiritual perfume . ""","The/DT subject/NN of/IN Spanish/JJ dancing/NN ,/, he/PRP says/VBZ ,/, is/VBZ sensual/JJ passion/NN ,/, and/CC Argentina/NNP is/VBZ true/JJ to/TO that/DT subject/NN ,/, yet/RB ''/'' what/WP she/PRP g/yes/VBZ us/PRP is/VBZ not/RB the/DT total/JJ sensation/NN ,/, in/IN its/PRP$ brutal/JJ ./. ./.,/, materialism/NNP ,/, but/CC the/DT essence/NN of/IN that/DT sensation/NN ,/, its/PRP$ spiritual/NN perfume/VBZ ./. ''/''","det(subject-2, The-1) nsubj(passion-12, subject-2) case(dancing-5, of-3) amod(dancing-5, Spanish-4) nmod:of(subject-2, dancing-5) nsubj(says-8, he-7) parataxis(passion-12, says-8) cop(passion-12, is-10) amod(passion-12, sensual-11) root(ROOT-0, passion-12) cc(passion-12, and-14) nsubj(true-17, Argentina-15) cop(true-17, is-16) conj:and(passion-12, true-17) case(subject-20, to-18) det(subject-20, that-19) nmod:to(true-17, subject-20) advmod(subject-20, yet-22) dobj(g/yes-26, what-24) nsubj(g/yes-26, she-25) ccomp(true-17, g/yes-26) nsubj(sensation-32, us-27) cop(sensation-32, is-28) neg(sensation-32, not-29) det(sensation-32, the-30) amod(sensation-32, total-31) ccomp(g/yes-26, sensation-32) case(brutal-36, in-34) nmod:poss(brutal-36, its-35) dep(sensation-32, brutal-36)  ccomp(perfume-13, materialism-2) case(essence-6, but-4) det(essence-6, the-5) nmod:but(materialism-2, essence-6) case(sensation-9, of-7) det(sensation-9, that-8) nmod:of(essence-6, sensation-9) nmod:poss(spiritual-12, its-11) nsubj(perfume-13, spiritual-12) root(ROOT-0, perfume-13)  "
But for Levinson all ballet dancing was fundamentally a journey to a realm of higher meaning .,But/CC for/IN Levinson/NNP all/DT ballet/JJ dancing/NN was/VBD fundamentally/RB a/DT journey/NN to/TO a/DT realm/NN of/IN higher/JJR meaning/NN ./.,"cc(journey-10, But-1) case(Levinson-3, for-2) nmod:for(journey-10, Levinson-3) det(dancing-6, all-4) amod(dancing-6, ballet-5) nsubj(journey-10, dancing-6) cop(journey-10, was-7) advmod(journey-10, fundamentally-8) det(journey-10, a-9) root(ROOT-0, journey-10) case(realm-13, to-11) det(realm-13, a-12) nmod:to(journey-10, realm-13) case(meaning-16, of-14) amod(meaning-16, higher-15) nmod:of(realm-13, meaning-16)  "
